feature1,feature2,v1,v2,vC,main_effect_cross_predictability,main_effect_cov,pure_interactions
citric_acid,fixed_acidity,0.06914740813703314,-0.010511511994964922,0.0,7.85832297903689e-05,0.009883452052391899,0.005061342994931301
citric_acid,volatile_acidity,0.06914740813703314,0.06255312925473415,0.0,-0.0058801006881449664,-0.027165127620253453,0.005270755620347073
citric_acid,residual_sugar,0.06914740813703314,0.03281086900025868,0.0,-0.0018651253215243395,0.0023495595102962894,0.008928145421811666
citric_acid,chlorides,0.06914740813703314,0.09855618711257606,0.0,-0.013296590151694447,-0.020514200086183196,0.011479118139375959
citric_acid,free_sulfur_dioxide,0.06914740813703314,0.06528892441452169,0.0,-0.006385306319288023,-0.011534972604036915,0.0072068597445154375
citric_acid,total_sulfur_dioxide,0.06914740813703314,0.0335920760343901,0.0,-0.00884883144979078,0.004029008474796063,0.007487121083860261
citric_acid,density,0.06914740813703314,0.1637222581593535,0.0,-0.03018363158357289,-0.02507648304109744,0.006685021593768026
citric_acid,pH,0.06914740813703314,0.005142597144137613,0.0,-0.004127509603671552,0.008926683034466951,0.012499986535170452
citric_acid,sulphates,0.06914740813703314,0.021062139156529443,0.0,-0.0047328145967610175,0.004892413365908305,0.007778945395893335
citric_acid,fixed_acidity,0.06527955986351965,0.017730331968498155,0.0,0.0029208840557708392,-0.00015981328951976845,0.012337222956343558
citric_acid,volatile_acidity,0.06527955986351965,0.08492995964524734,0.0,-0.021863754550350074,-0.022195921776982343,0.008908911112115264
citric_acid,residual_sugar,0.06527955986351965,0.026250037913259614,0.0,-0.006490789279316951,0.006043503378739995,0.011642253724526708
citric_acid,chlorides,0.06527955986351965,0.09792404137033765,0.0,-0.007658155419658211,-0.023716493068035038,0.01606881667690379
citric_acid,free_sulfur_dioxide,0.06527955986351965,0.036133901787286316,0.0,0.0011654913429545643,-0.014138278478415336,0.011522289158852199
citric_acid,total_sulfur_dioxide,0.06527955986351965,0.04401227867175431,0.0,-0.006937225688729637,0.005269027730588778,0.006808311809866343
citric_acid,density,0.06527955986351965,0.11218886193665187,0.0,-0.003601132583601578,-0.026223437638068087,0.011965506942720317
citric_acid,pH,0.06527955986351965,-0.00024596037171879917,0.0,0.003989877199193535,0.008056772634601599,0.008264102167010436
citric_acid,sulphates,0.06527955986351965,0.026822683966477485,0.0,0.0015361222268463369,0.0035103169589526893,0.008120954893569917
citric_acid,fixed_acidity,0.05052870293933339,0.035107006430689085,0.0,-0.006175877681495093,0.009970124322043543,0.006163211324666754
citric_acid,volatile_acidity,0.05052870293933339,0.05243734733867687,0.0,-0.004732523326606926,-0.020522436720612446,0.008602799124401365
citric_acid,residual_sugar,0.05052870293933339,0.007147411171459324,0.0,-0.0033127039262834984,0.007989701512511207,0.00813213371358288
citric_acid,chlorides,0.05052870293933339,0.10177885535056999,0.0,-0.013440945217310214,-0.01773528009144108,0.0064537744292793645
citric_acid,free_sulfur_dioxide,0.05052870293933339,0.04959730249454606,0.0,-0.01121324523980776,-0.011483267818902522,0.013573236812299279
citric_acid,total_sulfur_dioxide,0.05052870293933339,0.03927063406644028,0.0,-0.01843419845762457,0.00013398329148794588,0.009675391606162433
citric_acid,density,0.05052870293933339,0.12984659554025316,0.0,-0.007306955407701458,-0.017739831794407537,0.001603892842399624
citric_acid,pH,0.05052870293933339,0.008022460555198428,0.0,-0.00376434622787761,0.004716787066117403,-0.0006741979179885584
citric_acid,sulphates,0.05052870293933339,0.03215287529553194,0.0,-0.004897346173557703,0.006493186005797634,0.010217302844214547
citric_acid,fixed_acidity,0.03367631128059371,-0.007120665034119608,0.0,0.0015246699239798882,0.005610182710565395,0.00865042742377715
citric_acid,volatile_acidity,0.03367631128059371,0.046942327991885954,0.0,0.014234247173926313,-0.032894796171819736,0.009460648201488437
citric_acid,residual_sugar,0.03367631128059371,0.014744238186199007,0.0,-0.01215791072120432,0.012285971573735795,0.0028051386918513336
citric_acid,chlorides,0.03367631128059371,0.0799844756548568,0.0,0.00852315715295688,-0.02699058365938725,0.005247837628831414
citric_acid,free_sulfur_dioxide,0.03367631128059371,0.020019049046120858,0.0,0.005310280300740351,-0.01707699649604303,0.009764274991879133
citric_acid,total_sulfur_dioxide,0.03367631128059371,0.036266288141508535,0.0,-0.0008026906802045603,0.0011180385499573767,-0.006675975015855486
citric_acid,density,0.03367631128059371,0.11214701234951463,0.0,-0.0007699351879040234,-0.023774016528420594,0.00495754152530372
citric_acid,pH,0.03367631128059371,-0.002781643985483822,0.0,-0.0013837435966603847,0.01132581587088126,0.007270623323084434
